t,GDP,CONS,INV,INFL,UNEMP
1,100.00209363324264,59.995160728119664,20.00142715700839,0.018871449240024072,0.06737866464549433
2,100.01236300845315,60.00307439351978,20.003468611042923,0.020038334946141233,0.06784769140586135
3,100.00538303050118,60.006542182597705,20.00439589075689,0.019904059458536495,0.0661112070160027
4,100.00183126018551,60.00813540493046,20.002546799445305,0.01934129407772251,0.06334669935158907
5,100.03734523556635,60.01240035137926,20.002321725682336,0.0201006703847132,0.06338115083969567
6,100.02638861032892,60.01257305485348,20.002111529936567,0.023541345247071813,0.061092589290899064
7,99.97067751953186,60.017173204870915,19.999989203877348,0.02190697714653834,0.06350007683595811
8,99.95282852164111,60.00923256824035,20.00001856654408,0.02042251336322555,0.06466606713992351
9,99.93696396850729,60.00979688989375,20.002428600749255,0.022238463247299,0.05980601916184346
10,99.9269586002491,60.00735892636002,20.003793454208072,0.021577037124556945,0.05764445366469447
11,99.95719933641058,60.01540445703951,20.00400446359152,0.019224769372373194,0.05707299611359282
12,99.92908711793189,60.027844028652126,20.00482614876499,0.019409517682809237,0.05858372776579165
13,99.94376322573095,60.02043622655705,20.005841731367884,0.019570831447635672,0.05307060766054027
14,99.96792591508847,60.023120042680674,20.00569031958628,0.019927366162795716,0.05112448683892143
15,99.9896024227577,60.02080526443905,20.003620672738908,0.02184709936575923,0.05257975925573211
16,99.99138523488989,60.02261134041722,20.00452109619528,0.02316675300039897,0.053867483870486184
17,100.02014251631596,60.01867160520157,20.00332974271912,0.02318946998915463,0.05455535750811099
18,100.01956616095582,60.013611278296224,20.002855911299154,0.02388548070714008,0.05600070699525634
19,99.99600945415615,60.018784261892826,20.003653405604375,0.024047050335370607,0.05766846862210524
20,100.00225875532747,60.02963248315939,20.002866571803114,0.022868470052563615,0.05801253769973943
21,100.0122299171468,60.02325148693058,20.003712906431904,0.022963697957429016,0.055456450107876545
22,100.00642132744595,60.03007247586747,20.005324770949958,0.02163950807156413,0.056799199679423644
23,100.00806365971498,60.04327147225133,20.005030220220686,0.022087333363643952,0.05335329453989195
24,100.03134798309875,60.04317624437863,20.004152553424472,0.021366827585450086,0.052799691239165746
25,100.01987879123752,60.046907474407696,20.003378361932175,0.020869444921818737,0.05858004816737793
26,100.01897605414877,60.049979436651206,20.003875731103882,0.02060467931357276,0.05857139150315466
27,99.99201582882867,60.054485255072244,20.00427281050949,0.020551739942052023,0.05599534031313659
28,100.01123075402151,60.04602738276179,20.00412766453362,0.01964551654966406,0.05283971028288545
29,100.04248101355054,60.05463698069162,20.00618726463236,0.019442923027145693,0.05079626004297114
30,100.04615280599242,60.0537877187957,20.003267413018964,0.02045273265913175,0.05221564145091079
31,100.03349538500188,60.04754249267798,20.003146168026554,0.020459011764683635,0.05634728247639979
32,100.04178360862235,60.041339149020466,20.004203289141568,0.019022831169656158,0.053960356410693716
33,100.05201101432202,60.040013455577856,20.001882399305725,0.018124455740873565,0.05272218795642848
34,100.03097291893832,60.03705476209183,20.002088110247573,0.0176731441856802,0.050698500320735716
35,100.0458802115692,60.046557945301345,20.003500689026218,0.016401249244652364,0.048802027323929076
36,100.04777505992918,60.04765747577624,20.001974206095483,0.01672093371315879,0.04860149714847146
37,100.02313858302203,60.037011204760525,20.001983394333987,0.015883543319535613,0.05227925944316591
38,100.00413891113598,60.03341290844742,20.00651945259243,0.014546245569155895,0.05409333364705395
39,100.00802378268655,60.03162031755661,20.00478852085079,0.0145448967531574,0.05698113068949243
40,100.0258695151736,60.03166517773806,20.006293446848986,0.014047628232273884,0.05710598329087236
41,100.0501768727147,60.03223055927573,20.007723050928615,0.014054495102874449,0.0547184991483481
42,100.07710261972665,60.02800298841386,20.009919292800998,0.015016916947005654,0.057352301461652926
43,100.0932484467538,60.027095672573545,20.008474449087974,0.014355457577430434,0.05603927342710294
44,100.11467067940086,60.01715745555774,20.010073131010795,0.013960315839087068,0.05668043205921246
45,100.13344967917936,60.02099835290386,20.011804697152055,0.013140125212275972,0.05555333382931756
46,100.10687584192604,60.019807632511636,20.011626274343836,0.013422344307049906,0.056486164144962825
47,100.13173192253335,60.02775292146726,20.010712525298274,0.01310448480630656,0.05544000500857902
48,100.12601229818503,60.03459844367492,20.013214164550053,0.013722931529281713,0.05632477345746114
49,100.10907868939162,60.03157295961305,20.013074455466114,0.011255071995638763,0.056875976320133775
50,100.10598986013466,60.042723084845285,20.012892411896967,0.009470644261070875,0.056886040769945946
51,100.10331640761981,60.04444284827493,20.01111585333186,0.009432006290342564,0.05301990211517914
52,100.11124686158087,60.0435428018789,20.007465341100204,0.010073555053747157,0.054961109541739786
53,100.13494756735662,60.04793967111089,20.0065272853422,0.00925806049433409,0.0557469721697875
54,100.15793818451334,60.064876883685514,20.007095808170426,0.007417251347949699,0.054849676513845674
55,100.17530842508802,60.068862931346914,20.008821466542077,0.0064543355419513105,0.053756242307455994
56,100.1896964703114,60.07149426272128,20.009489160075315,0.005790192568077303,0.0525470443257166
57,100.20028640073714,60.0770317698357,20.007451085622797,0.005956471825507178,0.05348872057778865
58,100.20669558803496,60.079140771808675,20.007327667573286,0.005162218365178205,0.055568917709703354
59,100.18111442286438,60.08089615368498,20.005463870755104,0.00447325651659742,0.05499205869767297
60,100.1598230132058,60.08132199088124,20.00681552749092,0.005613055139794965,0.05378830717970238
61,100.16571970466354,60.07827810606901,20.004996108205784,0.004962146035988339,0.057547896161802344
62,100.14463725289957,60.07460293127579,20.004407570906,0.005889187622687381,0.057468337242057146
63,100.1330703167309,60.070742976012795,20.00473781518152,0.006031210146541431,0.053548334449849175
64,100.13443737677456,60.07164842922691,20.00528381267681,0.005574904169876668,0.05422489891880703
65,100.11100548276234,60.072899642236244,20.00971255594297,0.005947179794403665,0.05208814131315595
66,100.12307167717535,60.07887141651867,20.010923165082833,0.0055589865037747425,0.05206819504227404
67,100.12894398577102,60.098333179921134,20.007882843064763,0.005134093288900259,0.051264431298779285
68,100.12224872700662,60.09885902134796,20.009705813612307,0.0038290904773250183,0.0506365559272786
69,100.10249163545726,60.102594689796256,20.012707385153046,0.0027872346783478583,0.05008302199755392
70,100.09480974963186,60.096804961734925,20.012005153600782,0.0026986253194193734,0.04725657244709258
71,100.11002110865466,60.09116661509073,20.008527841511153,0.0027841773077119454,0.046501652268952726
72,100.12382920057483,60.090930533657065,20.009008212593944,0.003289852605083643,0.04374962907481438
73,100.15459674672778,60.09645453402011,20.01094619866734,0.0025189072647948904,0.04370608875491763
