t,GDP,CONS,INV,INFL,UNEMP
1,99.98057537347613,59.99881620146289,20.001992006659197,0.021548822450505007,0.06861785519195011
2,100.00647408749387,59.995415528785465,20.00207825698193,0.022406324044300877,0.06761775344055379
3,100.05392855527562,59.98020807274916,20.001601343085348,0.021371658319965202,0.06681120816224183
4,100.05540111730573,59.97056929337474,20.003412465881688,0.019922856308456947,0.06762443770579167
5,100.07499698402232,59.96377637255105,20.005213719653277,0.01997357576584145,0.06660401552988067
6,100.09137777944257,59.97335259936766,20.007415385900494,0.020115688156395427,0.0656186999387791
7,100.07983083321729,59.977931536273296,20.007553498213245,0.019365850351644665,0.06389816699894017
8,100.05995497959363,59.97332277395157,20.008162515183386,0.018259930234195195,0.06130331010633438
9,100.04541708428278,59.967177123775066,20.006512644922623,0.018969682972636487,0.06472188845037447
10,100.0452875455452,59.9692930580604,20.006148586388306,0.01930808682140876,0.06204739606384734
11,100.04802513415461,59.97794902938807,20.004516799822515,0.018830273265582568,0.06118574137445769
12,100.02908396080508,59.982074338566655,20.003982507969493,0.020029588289248598,0.06073944989957563
13,100.01683641610138,59.97678767464553,20.002068991007302,0.02051867188122296,0.05998301182160022
14,100.04916100563135,59.97697351346814,20.002866149071284,0.020806952083381666,0.05703725070363766
15,100.06331118966185,59.97848680667074,20.001687035772857,0.02044556124837714,0.05764551684332681
16,100.07147889835275,59.98180629621048,20.002434262352097,0.021460092938455425,0.05703684150290226
17,100.06385973657537,59.979835128975566,20.00301403860555,0.020621605083457926,0.05426708014733204
18,100.03948001963363,59.98727212249409,20.003233404406316,0.02168681559900104,0.05492125012400247
19,100.03950398532375,59.996619432276,20.005237800626528,0.023558665835934606,0.05221629278267392
20,100.02635997566632,59.99825856239025,20.001977759167982,0.023658239677764207,0.049928161373845543
21,100.01115675753626,59.99055929006494,20.003548706923485,0.023793211103151333,0.04668792565891609
22,99.9744272711953,59.99616591317582,20.00500300118063,0.023208442744084904,0.04993169247039253
23,99.97702626100494,59.99621775920663,20.00612452143395,0.02244056367964427,0.047670917855043335
24,99.99463963335019,59.99448083837345,20.00568607671654,0.023360239353773196,0.047774891953830015
25,99.96963890697165,59.998531451463194,20.00523907543103,0.02309520697583264,0.046807604791633255
26,99.99738262228327,59.998634563353846,20.00819449002214,0.023758018842954524,0.046359175517814086
27,100.02915691740485,60.0081037349832,20.00833107019379,0.022925194544776994,0.04690953498084247
28,100.03108040696287,60.000479889484204,20.012469078107095,0.02157352324296605,0.04895829420649554
29,100.03556728114934,60.000952281143505,20.012429468741058,0.021403483927807262,0.04547746970768469
30,100.00484553222142,60.008664568080164,20.01217454678802,0.022788327892718698,0.0457033348340972
31,100.00269652763221,60.00756920527561,20.011979837509227,0.021344132990991114,0.04527647031816955
32,100.01942813777906,60.01190010212405,20.011082454187143,0.022095532352348467,0.045332841444622414
33,100.022715935851,59.993559586413,20.010161831605377,0.021532413673144124,0.04342315774848312
34,100.03772220737453,59.98140140887278,20.01004022016466,0.021219213156732072,0.04544603182246049
35,100.0202292954038,59.98121232330544,20.00887552212344,0.020849136590188482,0.045633926658306595
36,100.01014908903026,59.98091249683237,20.009053968589285,0.021869604734314936,0.04276301169145374
37,100.02248011958187,59.97296179418871,20.00773493304284,0.02058028273119231,0.04418508186626257
38,100.00461263096118,59.98509244964286,20.007864721126147,0.021148278604853358,0.043403325015735524
39,100.02292853654927,59.977985669178224,20.00854052069349,0.020910150960825057,0.04755832904971521
40,100.00256184258743,59.958120587457906,20.01118249401145,0.020526975638075446,0.04576733981279693
41,100.01624262786584,59.959283458877046,20.009914690728824,0.018426443346150862,0.04657935741313589
42,100.00442500350486,59.94883319502096,20.008572769018507,0.018044864770724377,0.044457390518395964
