t,GDP,CONS,INV,INFL,UNEMP
1,100.01424019574891,60.013936825970525,19.997344359102037,0.01971270077991641,0.07211585924969516
2,100.03561947018888,60.02237824312649,19.997670776557268,0.02072747319779618,0.07657858540499411
3,100.05436953841433,60.030376804755456,19.996647796400786,0.01856981192440206,0.07569082833594062
4,100.05316270311232,60.03737551575279,19.996052934193305,0.018497640015196264,0.0754404955603758
5,100.08698579728905,60.03918264509384,19.995645908516384,0.018473035813462848,0.07579947287275011
6,100.10751173240985,60.035754225978664,19.998475257948495,0.01937956400874822,0.07691327941101801
7,100.12485861325908,60.0354606155282,19.996456824568117,0.018763425637250666,0.07521488356371743
8,100.14530237046799,60.030103251297206,19.996948867657043,0.019111775873811455,0.07162396794415943
9,100.13877358027278,60.03094596030612,19.999161368826083,0.018255291330996085,0.07270102403146338
10,100.14574776375602,60.0256029969309,20.000584941333177,0.01873808660240037,0.07119889856505765
11,100.15540271889192,60.02787717798267,19.99958979334898,0.01717581272984578,0.07133628403941489
12,100.16327454297215,60.032148173919694,20.001104638333953,0.018515390873966708,0.0724495265371402
13,100.16541688612806,60.02990669073776,20.003887196932183,0.017617351871732738,0.07142307602374638
14,100.17789790087119,60.02464918888236,20.008683659389163,0.0187082463687679,0.07086567140252215
15,100.16223817554759,60.02158829388943,20.008824190368244,0.017474728773877776,0.07218504844532823
16,100.1900245284595,60.01359312985155,20.00842840593304,0.018149296878157584,0.06866133536820539
17,100.2065085640987,60.01137220683627,20.003619526791294,0.01757334391192155,0.06527500004686934
18,100.21984131526008,60.01046728974591,20.001555077402823,0.01702356056107234,0.06791394787974586
19,100.2069156036262,60.009203958574396,20.003888783137054,0.01777314603668988,0.06750407833158924
20,100.20745497805203,60.007206306536155,20.002384378879484,0.019245256985572036,0.06897539293101079
21,100.18493203564539,60.00426754751139,19.99988144429823,0.01791339380275465,0.07297783898915407
22,100.1987504899293,60.0128764464146,19.99783961240619,0.01793511077187396,0.06809480199287284
23,100.18663109466777,60.015278913836966,19.995441191388146,0.018460838474419136,0.06649347639788634
